관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
41410-00082,도랫말어린이공원,어린이공원,,경기도 군포시 당동 791,37.349781,126.9411798,1597,,,,,,1995-05-19,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00083,앞산어린이공원,어린이공원,경기도 군포시 군포로476번안길 8,경기도 군포시 당동 900-1,37.3491272,126.9457716,2000,,,,,,1997-12-11,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00084,새마을어린이공원,어린이공원,,경기도 군포시 당동 910,37.3477296,126.9474655,2281,,,,,,1995-04-22,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00085,교전어린이공원,어린이공원,,경기도 군포시 당동 918,37.3469822,126.9444459,1510,,,,,,1992-10-22,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00075,참말어린이공원,어린이공원,경기도 군포시 당산로 55,경기도 군포시 당동 741,37.3565693,126.9449536,1490,,,,,,1995-05-19,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00056,논뜰어린이공원,어린이공원,,경기도 군포시 산본동 89-25,37.370464,126.9392942,1235,,,,,,1995-09-22,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00076,웃터어린이공원,어린이공원,,경기도 군포시 당동 755,37.3541034,126.9433346,1496,,,,,,1995-05-19,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00086,월구지어린이공원,어린이공원,,경기도 군포시 당동 948-4,37.352613,126.9395117,2203,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00087,토오골어린이공원,어린이공원,,경기도 군포시 당동 951-1,37.3506918,126.9391837,2501,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00088,해오름어린이공원,어린이공원,경기도 군포시 군포로476번길 58-12,경기도 군포시 당동 908-2,37.3482305,126.9473343,4117,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00089,샛터말어린이공원,어린이공원,,경기도 군포시 당동 982-3,37.345505,126.9382805,2191,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00093,방아어린이공원,어린이공원,,경기도 군포시 당동 886-1번지 일원,37.345001,126.9469212,1850,,,,,,1994-09-08,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00095,신기어린이공원,어린이공원,,경기도 군포시 당동 874-1,37.3427564,126.9408558,1500,,,,,,1994-09-08,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00096,샘들어린이공원,어린이공원,,경기도 군포시 당동 882 번지 일원,37.3422026,126.9433796,1850,,,,,,1994-09-08,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00053,노루목어린이공원,어린이공원,경기도 군포시 고산로724번길 16,경기도 군포시 산본동 80-3,37.373199,126.938312,1771,,,,,,1988-12-31,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00057,바위백이어린이공원,어린이공원,경기도 군포시 군포로735번길 15-4,경기도 군포시 산본동 242,37.370462,126.9425771,1500,,,,,,1993-06-25,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00042,을지어린이공원,어린이공원,,경기도 군포시 산본동 1145-13,37.3567581,126.9274534,1538,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00043,율곡어린이공원,어린이공원,,경기도 군포시 금정동 876-1,37.3541624,126.9321784,1500,,,,,,1991-11-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00044,퇴계어린이공원,어린이공원,경기도 군포시 광정로 25-20,경기도 군포시 금정동 875-3,37.3533467,126.930152,1500,,,,,,1991-11-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00045,소월어린이공원,어린이공원,경기도 군포시 오금로 34,경기도 군포시 금정동 871-9,37.3513694,126.9325014,1598,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00046,다산어린이공원,어린이공원,,경기도 군포시 금정동 871-15,37.3501357,126.9306967,1500,,,,,,1991-11-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00047,가야어린이공원,어린이공원,,경기도 군포시 산본동 1155-2,37.3514439,126.9245827,1529,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00048,골안어린이공원,어린이공원,,경기도 군포시 산본동 1066-1번지 일원,37.374182,126.9300695,1513,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00049,도장어린이공원,어린이공원,,경기도 군포시 산본동 1156-9,37.3498309,126.9271847,1524,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00050,한라어린이공원,어린이공원,,경기도 군포시 산본동 1156-13,37.3485218,126.9260031,1500,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00051,진달래어린이공원,어린이공원,,경기도 군포시 산본동 1156-16,37.3467842,126.9253548,1500,,,,,,1989-12-30,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00052,쉼터어린이공원,어린이공원,,경기도 군포시 산본동 1155-9,37.3445087,126.9233031,1733,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00054,슬기어린이공원,어린이공원,,경기도 군포시 산본동 208,37.3694207,126.9359895,3325,,,,,,2005-10-24,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00055,회목안어린이공원,어린이공원,경기도 군포시 산본천로179번길 26,경기도 군포시 산본동 214,37.3708199,126.9374379,2348,,,,,,1985-12-30,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00058,삼성어린이공원,어린이공원,,경기도 군포시 금정동 697,37.368494,126.9421451,1504,,,,,,1990-02-10,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00059,수리약수터어린이공원,어린이공원,경기도 군포시 곡란로74번길 24,경기도 군포시 산본동 1074번지 일원,37.373669,126.9281281,1502,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00060,진설미어린이공원,어린이공원,,경기도 군포시 산본동 1033,37.3677107,126.9396712,1486,,,,,,1991-01-11,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00061,태을어린이공원,어린이공원,경기도 군포시 산본천로 136,경기도 군포시 산본동 212,37.3662381,126.9356716,1634,,,,,,2005-10-24,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00063,은혜어린이공원,어린이공원,,경기도 군포시 금정동 80-1,37.3664979,126.9433343,1500,,,,,,1985-12-30,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00064,수정어린이공원,어린이공원,,경기도 군포시 금정동 906,37.3654966,126.9447935,1520,,,,,,1992-07-29,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00066,빌라어린이공원,어린이공원,,경기도 군포시 금정동 707-8,37.3646469,126.939186,1488,,,,,,1995-05-19,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00067,밤골어린이공원,어린이공원,경기도 군포시 금산로7번길 34,경기도 군포시 금정동 711-4,37.3626071,126.9393005,2488,,,,,,1995-05-19,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00068,느티울어린이공원,어린이공원,,경기도 군포시 금정동 714,37.3613844,126.9376218,2546,,,,,,1995-05-19,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00069,하니어린이공원,어린이공원,,경기도 군포시 금정동 759,37.3625118,126.9433734,1501,,,,,,1995-05-19,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00070,목련어린이공원,어린이공원,,경기도 군포시 산본동 1088-1번지,37.3698803,126.9269034,1500,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00071,점말어린이공원,어린이공원,,경기도 군포시 금정동 768-11,37.3629023,126.9460462,1590,,,,,,1991-01-11,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00097,햇님어린이공원,어린이공원,경기도 군포시 한세로78번길 14,경기도 군포시 당정동 977-3,37.3480651,126.9571353,1790,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00098,동산어린이공원,어린이공원,,경기도 군포시 당정동 982-2,37.3469873,126.9568018,1584,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00100,별님어린이공원,어린이공원,경기도 군포시 한세로16번길 10,경기도 군포시 당정동 1003-2,37.3452803,126.9510064,3121,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00101,새싹어린이공원,어린이공원,,경기도 군포시 당정동 1014-2,37.343445,126.9491839,1768,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00102,여울어린이공원,어린이공원,,경기도 군포시 당정동 1012-2,37.3428219,126.9501233,2817,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00104,울림어린이공원,어린이공원,,경기도 군포시 당정동 1020-1,37.3408754,126.949461,2194,,,,,,1999-03-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00105,산마을어린이공원,어린이공원,,경기도 군포시 당동 1025,37.3419427,126.9354937,1597,,,,,,2006-12-07,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00106,산이슬어린이공원,어린이공원,,경기도 군포시 부곡동 1207,37.3380881,126.9323283,2706,,,,,,2006-12-07,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00072,제일어린이공원,어린이공원,경기도 군포시 군포로615번길 17,경기도 군포시 금정동 755,37.3605348,126.9469012,9674,,,,,,1994-12-06,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00073,도기어린이공원,어린이공원,,경기도 군포시 금정동 775-3,37.3604161,126.9474206,1482,,,,,,1991-01-11,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00074,동막골어린이공원,어린이공원,,경기도 군포시 당동 734-2,37.3574133,126.946163,1261,,,,,,1991-01-11,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00077,당너머어린이공원,어린이공원,,경기도 군포시 당동 757,37.353439,126.9409558,1515,,,,,,1991-01-11,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00078,당말어린이공원,어린이공원,경기도 군포시 군포로528번길 16,경기도 군포시 당동 779,37.3526633,126.9466901,1500,,,,,,1991-01-11,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00079,효자어린이공원,어린이공원,경기도 군포시 당동로18번길 27,경기도 군포시 당동 773-4,37.351649,126.9433319,1597,,,,,,1997-08-02,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00108,산울림어린이공원,어린이공원,,경기도 군포시 부곡동 1181-2,37.3349301,126.9309815,1544,,,,,,2006-12-07,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00109,금산어린이공원,어린이공원,경기도 군포시 송부로 11-30,경기도 군포시 대야동 183,37.316043,126.9174341,2409,,,,,,1996-08-14,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00110,노산어린이공원,어린이공원,,경기도 군포시 대야동 산1-166,37.330777,126.914521,4381,,,,,,1996-08-14,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00111,웃말어린이공원,어린이공원,경기도 군포시 대야1로 23번길,경기도 군포시 대야동 254-2,37.326401,126.916994,2003,,,,,,1996-08-14,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00112,마루터기어린이공원,어린이공원,경기도 군포시 대야1로 12번길,경기도 군포시 대야동 산9,37.3276023,126.9186897,1538,,,,,,1996-08-14,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00113,용바위어린이공원,어린이공원,,경기도 군포시 대야동 8-5,37.4648078,126.7848508,1501,,,,,,2005-05-30,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00114,샘터어린이공원,어린이공원,,경기도 군포시  산본동 1091-2,37.366753,126.9286359,1500,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00115,새터어린이공원,어린이공원,경기도 군포시 송부로221번길 3-15,경기도 군포시 부곡동 1081,37.3229475,126.9329691,1513,,,,,,2003-06-20,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00116,물빛어린이공원,어린이공원,경기도 군포시 부곡로1길 10-1,경기도 군포시 부곡동 601-2,37.3232234,126.860775,1500,,,,,,2003-06-20,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00119,하늘어린이공원,어린이공원,,경기도 군포시 부곡동 689-1,37.3250222,126.8580187,2166,,,,,,2003-06-20,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00120,대감2소공원(대감지구),소공원,,경기도 군포시 둔대동 산20번지 일원,37.3260787,126.9009727,3313,,,,,,2008-02-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00121,둔터2소공원(둔터지구),소공원,,경기도 군포시 둔대동 423-4번지 일원,37.3242981,126.8886951,1873,,,,,,2008-02-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00123,체육공원5,체육공원,,경기도 군포시 도마교동 322번지일원,37.3119361,126.9256735,24866,,,,,,2013-12-27,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00124,소공원11(송정지구),소공원,,경기도 군포시  도마교동 산11-1번지,37.3146211,126.9254949,1577,,,,,,2012-01-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00126,대우전자부품지구공원,소공원,,경기도 군포시 당정동 543-7번지 일원,37.3503305,126.9530212,1185,,,,,,2010-05-10,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00127,소공원12,소공원,,경기도 군포시 당정동 1016-4번지 일원,37.342598,126.9489407,740,,,,,,2013-03-27,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00117,백일홍어린이공원,어린이공원,경기도 군포시 송부로273번길 7,경기도 군포시 부곡동 1112,37.3231429,126.9411374,2721,,,,,,2003-06-20,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00118,눈꽃어린이공원,어린이공원,경기도 군포시 번영로28번길 45-48,경기도 군포시 부곡동 1115,37.3257223,126.9462217,1475,,,,,,2003-06-20,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00128,참그루소공원(당정2지구),소공원,경기도 군포시 공단로140번길 27,경기도 군포시 당정동 181번지,37.3581656,126.9523345,4548,,,,,,2011-12-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00129,꽃아름소공원(당정2지구),소공원,,경기도 군포시 당동 3번지,37.3602261,126.9499808,5315,,,,,,2011-12-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00016,오금공원,근린공원,,경기도 군포시 금정동 871-6번지,37.3523042,126.9349702,10140,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00017,재궁공원,근린공원,경기도 군포시 오금로 123,경기도 군포시 금정동 850-2번지,37.358448,126.9395341,10288,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00018,중앙공원,근린공원,경기도 군포시 광정로 96,경기도 군포시 산본동 1122번지 일원,37.3614765,126.9284874,40021,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00019,초막골공원,근린공원,,경기도 군포시 산본동 855번지 일원,37.3545182,126.9191979,561500,,,,,,2002-01-16,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00130,소공원15,소공원,,경기도 군포시 대야미동 598-3번지 일원,37.3176148,126.9129513,3225,,,,,,2013-12-27,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00131,소공원16,소공원,,경기도 군포시 당정동 1009-5번지,37.344656,126.9490838,517,,,,,,2013-12-27,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00132,소공원3(송정지구),소공원,,경기도 군포시 도마교동 81-3번지,37.3148541,126.9234776,4479,,,,,,2012-01-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00134,소공원7(당정지구),소공원,경기도 군포시 경수대로 443,경기도 군포시 당정동 51번지,37.3628968,126.9594251,3138,,,,,,2010-09-09,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00135,소공원8(당정지구),소공원,경기도 군포시 경수대로 441,경기도 군포시 당정동 27-5번지,37.3616031,126.9598322,4289,,,,,,2010-09-09,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00137,소망공원1(산본3지구),소공원,,경기도 군포시 산본동 1026-60번지 일원,37.3762682,126.9424327,1156,,,,,,2007-02-12,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00138,희망공원2(산본3지구),소공원,,경기도 군포시 산본동 1026-25번지 일원,37.3748736,126.942908,1248,,,,,,2007-02-12,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00139,제1호어린이공원(송정지구),어린이공원,,경기도 군포시 도마교동136번지 일원,37.318479,126.921094,3088,,,,,,2014-06-16,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00141,반월호수공원,수변공원,,경기도 군포시 둔대동 354-3번지 일원,37.3246888,126.8902019,8973,,,,,,2009-01-29,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00002,공원17(송정지구),근린공원,,경기도 군포시 도마교동 77-4번지 일원,37.3173228,126.9232314,11794,,,,,,2007-12-24,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00003,궁내공원,근린공원,,경기도 군포시 산본동 1119-5번지,37.3651521,126.9218235,10031,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00004,근린공원1(첨단산업단지),근린공원,,경기도 군포시 부곡동 526번지 일원,37.3271618,126.9417707,10928,,,,,,2013-12-27,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00006,능안공원,근린공원,경기도 군포시 고산로677번길 21,경기도 군포시 산본동 1065번지,37.3721577,126.9321487,63272,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00007,당동공원,근린공원,,경기도 군포시 당동 산39-6번지 일원,37.3513578,126.9376166,410277,,,,,,2002-12-10,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00009,한우물공원(당정2지구),근린공원,경기도 군포시 공단로140번길 27,경기도 군포시 당정동 181번지 일원,37.3581656,126.9523345,10000,,,,,,2011-12-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00010,당정공원,근린공원,,경기도 군포시 당정동 761번지 일원,37.3439416,126.9474185,25309,,,,,,2005-02-07,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00142,공원22(송정지구),근린공원,,경기도 군포시 대야미동496-19번지 일원,37.3188658,126.918496,47689,,,,,,2007-12-24,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00001,부곡공원,근린공원,,경기도 군포시 부곡동 1087번지,37.3248059,126.937115,48912,,,,,,2003-06-20,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00011,도장공원,근린공원,,경기도 군포시 산본동 1145-7번지 일원,37.3562254,126.928542,33290,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00012,둔전공원,근린공원,,경기도 군포시 산본동 1151-2번지 일원,37.3577092,126.9212127,37501,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00013,반월공원,근린공원,,경기도 군포시 둔대동 산61번지 일원,37.3288791,126.8926872,614900,,,,,,2002-12-10,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00014,수리산공원,근린공원,,경기도 군포시 산본동 840번지 일원,37.3567999,126.9144773,103990,,,,,,2002-12-10,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00015,양지공원,근린공원,경기도 군포시 번영로 407,경기도 군포시 산본동 1153번지,37.3531854,126.9257593,24281,,,,,,2002-01-16,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00021,납다골소공원(납다골지구),소공원,,경기도 군포시 속달동 341번지 일원,37.3447443,126.8966236,2140,,,,,,2008-02-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00022,대감1소공원(대감지구),소공원,경기도 군포시 호수로245번길 4-8,경기도 군포시 둔대동 198번지 일원,37.3260037,126.9063074,682,,,,,,2008-02-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00024,매화어린이공원,어린이공원,,경기도 군포시 산본동 1057-19번지,37.3743479,126.9366988,1508,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00025,광정어린이공원,어린이공원,경기도 군포시 산본로431번길 21,경기도 군포시 산본동 1112-4번지,37.3667973,126.9244544,3667,,,,,,1997-08-02,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00026,둔터1소공원(둔터지구),소공원,,경기도 군포시 둔대동 459-7번지 일원,37.3254521,126.889427,1488,,,,,,2008-02-04,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00028,주몽어린이공원,어린이공원,,경기도 군포시 산본동 1120-5번지 일원,37.3645033,126.9274098,1503,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00029,백두어린이공원,어린이공원,,경기도 군포시 산본동 1119-1번지 일원,37.3640581,126.9242585,1501,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00030,묘향어린이공원,어린이공원,,경기도 군포시 산본동 1148-1번지,37.3613309,126.9204684,10126,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00032,우륵어린이공원,어린이공원,,경기도 군포시 산본동 1146-6번지,37.3604195,126.9267771,1500,,,,,,1989-12-30,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00033,한솔어린이공원,어린이공원,,경기도 군포시 금정동 870-1,37.358605,126.9435705,1500,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00034,희망어린이공원,어린이공원,,경기도 군포시 당동 859,37.3561749,126.9417121,1873,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00035,무궁화어린이공원,어린이공원,,경기도 군포시 금정동 849-3,37.358126,126.937164,1500,,,,,,1991-11-07,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00036,충무어린이공원,어린이공원,,경기도 군포시 금정동 872-1,37.3569532,126.9343882,1622,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00038,세종어린이공원,어린이공원,,경기도 군포시 산본동 1145-17,37.3584089,126.9276098,1519,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00039,한양어린이공원,어린이공원,,경기도 군포시 산본동 1151-3,37.3584382,126.9226387,1500,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00040,수리어린이공원,어린이공원,,경기도 군포시  산본동 1151-8번지,37.3577105,126.9177407,1500,,,,,,1994-09-15,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00143,벌터소공원,소공원,,경기도 군포시 금정동 162-8번지,37.364886,126.952078,1157,,,,,,2016-12-23,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00144,마벨소공원,소공원,,경기도 군포시 당정동 229-15번지,37.365006,126.955540,864,,,,,,2016-12-23,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
41410-00145,소공원17,소공원,,경기도 군포시 금정동 689번지,37.372767,126.944902,653,,,,,,2016-09-05,군포시청,031-390-0734,2019-05-24,4020000,경기도 군포시,
47830-00001,좌학근린공원,근린공원,,경상북도 고령군 다산면 좌학리 199,35.82279196,128.4448868,42819,"그네1개,흔들놀이기구6개,조합놀이대1개",,,,,2010-11-15,경상북도 고령군청,054-950-6706,2019-08-28,5200000,경상북도 고령군,
47830-00002,다산1공원,어린이공원,,경상북도 고령군 다산면 곽촌리 357-1,35.83108467,128.4496041,2162,"회전놀이기구1개,흔들놀이기구5개,조합놀이대1개",,,,,2015-09-18,경상북도 고령군청,054-950-6706,2019-08-28,5200000,경상북도 고령군,
46820-00001,해남근린공원,근린공원,,전라남도 해남군 해남읍 구교리 380-2,34.5761697441,126.5925749757,13690,"농구장,운동기구",그네벤치,"주차장,화장실",야외공연무대,,1977-01-27,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00002,서림근린공원,근린공원,,전라남도 해남군 해남읍 구교리 372,34.574056,126.592855,15294,게이트볼장,조합놀이대,"주차장,화장실",,,1977-07-27,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00003,구교근린공원,근린공원,,전라남도 해남군 해남읍 구교리 산71,34.5814235544,126.5945383971,70070,,,,,,1991-10-25,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00004,황산근린공원,근린공원,,전라남도 해남군 황산면 남리리 509-1,34.5749177212,126.4218643411,10700,,,,,,1978-06-24,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00005,송지근린공원,근린공원,,전라남도 해남군 송지면 소죽리 산9,34.364372,126.525881,85294,,,,,,1974-11-20,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00006,화산근린공원,근린공원,,전라남도 해남군 화산면 방축리 91-1,34.4879208358,126.518079,301500,,,,,,1979-06-23,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00007,북평근린공원,근린공원,,전라남도 해남군 북평면 남창리 439-1,34.4082073687,126.6271905063,17507,,,,,,1973-12-10,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00008,화원일반산업단지 내 근린공원,근린공원,,전라남도 해남군 화원면 구림리 산52-3,34.7348185,126.3169337081,99982,,,,,,2007-07-20,전라남도 해남군,061-530-5844,2019-06-11,4930000,전라남도 해남군,
46820-00009,산이 근린공원,근린공원,,전라남도 해남군 산이면 상공리 산20,34.6915589650,126.4088444993,21298,,,,,,2018-12-28,전라남도 해남군,061-530-5845,2019-06-11,4930000,전라남도 해남군,
46820-00010,산이 근린공원,근린공원,,전라남도 해남군 산이면 구성리 548,34.7055985159,126.3910013849,94073,,,,,,2018-12-28,전라남도 해남군,061-530-5846,2019-06-11,4930000,전라남도 해남군,
46820-00011,산이 근린공원,근린공원,,전라남도 해남군 산이면 구성리 87,34.701057,126.4015723556,38813,,,,,,2018-12-28,전라남도 해남군,061-530-5847,2019-06-11,4930000,전라남도 해남군,
46820-00012,산이 근린공원,근린공원,,전라남도 해남군 산이면 구성리 593,34.7111073079,126.3888995303,40716,,,,,,2018-12-28,전라남도 해남군,061-530-5848,2019-06-11,4930000,전라남도 해남군,
